,pdays,emp.var.rate,euribor3m,nr.employed,previous,poutcome_nonexistent,poutcome_success,contact_telephone,y,y_pred
16118,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
23831,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
40302,6.0,-1.7,0.899,4991.6,3.0,0.0,1.0,0.0,1.0,
37133,999.0,-2.9,0.884,5076.2,0.0,1.0,0.0,0.0,1.0,
22984,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
24608,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,1.0,0.0,
18120,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,1.0,0.0,
25079,999.0,-0.1,4.1530000000000005,5195.8,1.0,0.0,0.0,0.0,0.0,
27736,999.0,-1.8,1.778,5099.1,0.0,1.0,0.0,0.0,1.0,
33898,999.0,-1.8,1.281,5099.1,1.0,0.0,0.0,0.0,0.0,
36897,999.0,-2.9,1.224,5076.2,0.0,1.0,0.0,0.0,0.0,
27486,999.0,-0.1,4.021,5195.8,0.0,1.0,0.0,0.0,0.0,
20417,999.0,1.4,4.966,5228.1,0.0,1.0,0.0,0.0,0.0,
28346,999.0,-1.8,1.445,5099.1,0.0,1.0,0.0,0.0,0.0,
10933,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,1.0,0.0,False
18223,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,1.0,0.0,
7244,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
38885,999.0,-3.4,0.715,5017.5,0.0,1.0,0.0,1.0,1.0,
2260,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
13421,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
6305,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
33046,999.0,-1.8,1.2990000000000002,5099.1,0.0,1.0,0.0,0.0,1.0,
32939,999.0,-1.8,1.2990000000000002,5099.1,1.0,0.0,0.0,0.0,0.0,
11717,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,1.0,False
17642,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,1.0,0.0,
38101,999.0,-3.4,0.768,5017.5,1.0,0.0,0.0,1.0,0.0,
29883,999.0,-1.8,1.405,5099.1,0.0,1.0,0.0,0.0,0.0,
24926,999.0,-0.1,4.1530000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
19995,999.0,1.4,4.966,5228.1,0.0,1.0,0.0,0.0,0.0,
2390,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
10329,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,1.0,0.0,False
2775,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,1.0,False
33068,999.0,-1.8,1.2990000000000002,5099.1,0.0,1.0,0.0,0.0,0.0,
5946,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
6851,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,True
30173,999.0,-1.8,1.365,5099.1,0.0,1.0,0.0,0.0,0.0,
13213,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
21408,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
8831,999.0,1.4,4.8660000000000005,5228.1,0.0,1.0,0.0,1.0,0.0,False
32378,999.0,-1.8,1.3130000000000002,5099.1,1.0,0.0,0.0,0.0,0.0,
26804,999.0,-0.1,4.0760000000000005,5195.8,1.0,0.0,0.0,0.0,0.0,
3415,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
40189,999.0,-1.7,0.861,4991.6,0.0,1.0,0.0,0.0,0.0,
22892,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
15207,999.0,1.4,4.958,5228.1,0.0,1.0,0.0,1.0,0.0,
4841,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
34892,999.0,-1.8,1.25,5099.1,1.0,0.0,0.0,0.0,0.0,
23803,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
7521,999.0,1.1,4.864,5191.0,0.0,1.0,0.0,1.0,0.0,False
40972,999.0,-1.1,1.0,4963.6,0.0,1.0,0.0,1.0,0.0,
10528,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
25594,999.0,-0.1,4.12,5195.8,0.0,1.0,0.0,0.0,0.0,
26288,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
26409,999.0,-0.1,4.0760000000000005,5195.8,1.0,0.0,0.0,0.0,0.0,
16639,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,1.0,0.0,
10678,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
20193,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
16344,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
30826,999.0,-1.8,1.344,5099.1,0.0,1.0,0.0,0.0,0.0,
32872,999.0,-1.8,1.2990000000000002,5099.1,1.0,0.0,0.0,0.0,1.0,
27052,999.0,-0.1,4.021,5195.8,1.0,0.0,0.0,0.0,0.0,
18122,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
2039,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,1.0,False
26351,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
21373,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
35757,999.0,-1.8,1.244,5099.1,0.0,1.0,0.0,0.0,0.0,
34749,999.0,-1.8,1.266,5099.1,1.0,0.0,0.0,0.0,0.0,
35096,999.0,-1.8,1.25,5099.1,1.0,0.0,0.0,0.0,0.0,
33261,999.0,-1.8,1.291,5099.1,0.0,1.0,0.0,0.0,0.0,
6128,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
26402,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
12309,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,
19166,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
3367,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
10257,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,1.0,0.0,False
10899,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,1.0,0.0,False
17479,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
23140,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
7314,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
20209,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
15942,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,0.0,0.0,
14056,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
35361,999.0,-1.8,1.25,5099.1,0.0,1.0,0.0,0.0,0.0,
180,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
15784,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,0.0,0.0,
17843,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
26319,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
23506,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
6770,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
28404,999.0,-1.8,1.435,5099.1,0.0,1.0,0.0,0.0,1.0,
6602,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,True
20295,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
36731,999.0,-2.9,1.281,5076.2,0.0,1.0,0.0,0.0,0.0,
4449,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
17806,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
17957,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
15581,999.0,1.4,4.957,5228.1,0.0,1.0,0.0,0.0,1.0,
29368,999.0,-1.8,1.405,5099.1,0.0,1.0,0.0,0.0,0.0,
30196,999.0,-1.8,1.365,5099.1,0.0,1.0,0.0,0.0,0.0,
1273,999.0,1.1,4.855,5191.0,0.0,1.0,0.0,1.0,0.0,False
11181,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
24340,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,0.0,0.0,
39351,999.0,-1.8,0.636,5008.7,0.0,1.0,0.0,0.0,0.0,
23684,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
16166,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
32384,999.0,-1.8,1.3130000000000002,5099.1,2.0,0.0,0.0,0.0,0.0,
10798,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,1.0,0.0,False
15663,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,0.0,1.0,
2035,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
13374,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,1.0,0.0,
3481,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
33989,999.0,-1.8,1.281,5099.1,0.0,1.0,0.0,0.0,0.0,
13330,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
3978,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
40873,999.0,-1.1,0.959,4963.6,0.0,1.0,0.0,1.0,0.0,
8293,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,False
8479,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,False
13368,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
30472,3.0,-1.8,1.354,5099.1,1.0,0.0,1.0,0.0,1.0,
20403,999.0,1.4,4.966,5228.1,0.0,1.0,0.0,0.0,0.0,
16816,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
22839,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
15336,999.0,1.4,4.957,5228.1,0.0,1.0,0.0,0.0,0.0,
38593,999.0,-3.4,0.72,5017.5,0.0,1.0,0.0,0.0,0.0,
7729,999.0,1.1,4.864,5191.0,0.0,1.0,0.0,1.0,0.0,False
8829,999.0,1.4,4.8660000000000005,5228.1,0.0,1.0,0.0,1.0,0.0,False
37899,999.0,-3.4,0.8190000000000001,5017.5,0.0,1.0,0.0,0.0,0.0,
41101,3.0,-1.1,1.0490000000000002,4963.6,2.0,0.0,1.0,0.0,1.0,
24878,999.0,-0.1,4.1530000000000005,5195.8,1.0,0.0,0.0,0.0,0.0,
27455,999.0,-0.1,4.021,5195.8,0.0,1.0,0.0,0.0,0.0,
8095,999.0,1.4,4.865,5228.1,0.0,1.0,0.0,1.0,0.0,False
35006,999.0,-1.8,1.25,5099.1,1.0,0.0,0.0,0.0,0.0,
36306,999.0,-2.9,1.266,5076.2,0.0,1.0,0.0,1.0,0.0,
18934,999.0,1.4,4.97,5228.1,0.0,1.0,0.0,0.0,0.0,
39150,999.0,-1.8,0.655,5008.7,0.0,1.0,0.0,1.0,1.0,
38949,6.0,-3.4,0.7190000000000001,5017.5,1.0,0.0,1.0,1.0,1.0,
39347,999.0,-1.8,0.635,5008.7,0.0,1.0,0.0,0.0,0.0,
239,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
19016,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
39541,999.0,-1.8,0.654,5008.7,0.0,1.0,0.0,0.0,1.0,
40675,3.0,-1.1,0.879,4963.6,1.0,0.0,1.0,0.0,1.0,
37529,999.0,-2.9,0.873,5076.2,0.0,1.0,0.0,0.0,1.0,
6906,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
13158,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
34088,10.0,-1.8,1.281,5099.1,1.0,0.0,1.0,0.0,1.0,
10281,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,1.0,0.0,False
25520,999.0,-0.1,4.12,5195.8,0.0,1.0,0.0,0.0,0.0,
5834,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
8609,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,False
26197,4.0,-0.1,4.0760000000000005,5195.8,1.0,0.0,1.0,0.0,0.0,
28478,999.0,-1.8,1.423,5099.1,0.0,1.0,0.0,0.0,1.0,
26723,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,1.0,0.0,
6990,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
2366,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
23394,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
24218,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,1.0,0.0,
25632,999.0,-0.1,4.12,5195.8,0.0,1.0,0.0,0.0,0.0,
31484,9.0,-1.8,1.334,5099.1,1.0,0.0,1.0,0.0,0.0,
22529,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
3760,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,0.0,False
28748,999.0,-1.8,1.41,5099.1,0.0,1.0,0.0,0.0,0.0,
29640,999.0,-1.8,1.405,5099.1,0.0,1.0,0.0,0.0,0.0,
40363,999.0,-1.7,0.9,4991.6,0.0,1.0,0.0,0.0,1.0,
17950,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
34648,11.0,-1.8,1.266,5099.1,1.0,0.0,1.0,0.0,1.0,
26962,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
38399,999.0,-3.4,0.737,5017.5,0.0,1.0,0.0,0.0,0.0,
17298,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
10672,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
23200,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
35906,999.0,-1.8,1.264,5099.1,0.0,1.0,0.0,0.0,0.0,
13490,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
9797,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,False
16193,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
11591,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,False
34,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
5878,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
22773,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
21271,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
1572,999.0,1.1,4.855,5191.0,0.0,1.0,0.0,1.0,0.0,False
26619,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
28127,999.0,-1.8,1.466,5099.1,0.0,1.0,0.0,0.0,0.0,
5371,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
3120,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,True
5806,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
31493,999.0,-1.8,1.334,5099.1,1.0,0.0,0.0,0.0,0.0,
30071,999.0,-1.8,1.406,5099.1,0.0,1.0,0.0,0.0,0.0,
12344,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,
38313,999.0,-3.4,0.74,5017.5,0.0,1.0,0.0,0.0,0.0,
18838,999.0,1.4,4.97,5228.1,0.0,1.0,0.0,0.0,0.0,
21579,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
20975,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,1.0,
26894,999.0,-0.1,4.0760000000000005,5195.8,1.0,0.0,0.0,0.0,0.0,
35239,999.0,-1.8,1.25,5099.1,0.0,1.0,0.0,0.0,0.0,
34384,999.0,-1.8,1.266,5099.1,0.0,1.0,0.0,0.0,0.0,
38791,999.0,-3.4,0.7140000000000001,5017.5,0.0,1.0,0.0,1.0,1.0,
17099,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
3100,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
3619,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,0.0,False
18442,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
8617,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,1.0,False
18902,999.0,1.4,4.97,5228.1,0.0,1.0,0.0,0.0,0.0,
22466,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
21014,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
231,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
17856,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
5043,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
28370,999.0,-1.8,1.435,5099.1,0.0,1.0,0.0,0.0,0.0,
18649,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
162,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
19332,999.0,1.4,4.967,5228.1,0.0,1.0,0.0,0.0,0.0,
16045,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,1.0,
41186,999.0,-1.1,1.028,4963.6,0.0,1.0,0.0,0.0,1.0,
10667,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
14898,999.0,1.4,4.957,5228.1,0.0,1.0,0.0,0.0,0.0,
25851,999.0,-0.1,4.12,5195.8,0.0,1.0,0.0,0.0,0.0,
1067,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
3279,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
39004,6.0,-3.0,0.715,5023.5,1.0,0.0,1.0,0.0,1.0,
31183,999.0,-1.8,1.334,5099.1,0.0,1.0,0.0,0.0,0.0,
25571,999.0,-0.1,4.12,5195.8,0.0,1.0,0.0,0.0,0.0,
38471,999.0,-3.4,0.731,5017.5,3.0,0.0,0.0,0.0,0.0,
11389,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,False
4936,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
23439,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
10919,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,1.0,0.0,False
19906,999.0,1.4,4.966,5228.1,0.0,1.0,0.0,0.0,0.0,
23581,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
7448,999.0,1.1,4.864,5191.0,0.0,1.0,0.0,1.0,0.0,False
31292,999.0,-1.8,1.334,5099.1,1.0,0.0,0.0,0.0,1.0,
37970,3.0,-3.4,0.797,5017.5,2.0,0.0,1.0,0.0,1.0,
28131,999.0,-1.8,1.466,5099.1,0.0,1.0,0.0,0.0,0.0,
15628,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,0.0,0.0,
28355,999.0,-1.8,1.445,5099.1,2.0,0.0,0.0,0.0,0.0,
29833,999.0,-1.8,1.405,5099.1,0.0,1.0,0.0,0.0,1.0,
22148,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
33694,999.0,-1.8,1.281,5099.1,1.0,0.0,0.0,0.0,0.0,
1606,999.0,1.1,4.855,5191.0,0.0,1.0,0.0,1.0,0.0,False
10417,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,1.0,0.0,False
813,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
17662,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
4081,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
21457,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
27330,999.0,-0.1,4.021,5195.8,1.0,0.0,0.0,0.0,0.0,
21990,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
33094,999.0,-1.8,1.291,5099.1,1.0,0.0,0.0,0.0,0.0,
2627,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
12465,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,1.0,0.0,
34733,999.0,-1.8,1.266,5099.1,0.0,1.0,0.0,1.0,0.0,
39122,999.0,-3.0,0.7070000000000001,5023.5,1.0,0.0,0.0,0.0,0.0,
6858,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,True
38007,999.0,-3.4,0.7879999999999999,5017.5,0.0,1.0,0.0,0.0,0.0,
13498,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
25608,999.0,-0.1,4.12,5195.8,0.0,1.0,0.0,0.0,0.0,
30607,999.0,-1.8,1.354,5099.1,0.0,1.0,0.0,0.0,0.0,
23267,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,1.0,
38,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
13890,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
33432,999.0,-1.8,1.291,5099.1,0.0,1.0,0.0,0.0,0.0,
17335,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
15997,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
30662,999.0,-1.8,1.344,5099.1,1.0,0.0,0.0,0.0,0.0,
12861,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
33671,999.0,-1.8,1.281,5099.1,0.0,1.0,0.0,0.0,0.0,
13682,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
26212,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,1.0,0.0,
5202,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
37082,999.0,-2.9,0.979,5076.2,0.0,1.0,0.0,1.0,0.0,
14472,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
30788,999.0,-1.8,1.344,5099.1,0.0,1.0,0.0,0.0,1.0,
13223,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,1.0,
31297,999.0,-1.8,1.334,5099.1,1.0,0.0,0.0,0.0,0.0,
30285,999.0,-1.8,1.365,5099.1,0.0,1.0,0.0,0.0,0.0,
4521,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,True
18528,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
22550,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
8399,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,False
11422,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,False
8229,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,True
1025,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
24386,999.0,-0.1,4.191,5195.8,1.0,0.0,0.0,0.0,0.0,
27184,999.0,-0.1,4.021,5195.8,0.0,1.0,0.0,0.0,0.0,
10990,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,1.0,0.0,False
17224,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
6143,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,1.0,False
31613,999.0,-1.8,1.327,5099.1,0.0,1.0,0.0,0.0,0.0,
40269,999.0,-1.7,0.893,4991.6,0.0,1.0,0.0,1.0,0.0,
34469,999.0,-1.8,1.266,5099.1,0.0,1.0,0.0,0.0,0.0,
33940,999.0,-1.8,1.281,5099.1,0.0,1.0,0.0,0.0,0.0,
15697,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,0.0,0.0,
20104,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
32466,999.0,-1.8,1.3130000000000002,5099.1,0.0,1.0,0.0,0.0,0.0,
5285,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
13302,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
39074,8.0,-3.0,0.7090000000000001,5023.5,1.0,0.0,1.0,1.0,1.0,
30487,999.0,-1.8,1.354,5099.1,0.0,1.0,0.0,0.0,1.0,
30736,999.0,-1.8,1.344,5099.1,1.0,0.0,0.0,0.0,0.0,
13296,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
24127,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,0.0,0.0,
11325,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
22196,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
24754,999.0,-0.1,4.1530000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
28067,999.0,-1.8,1.479,5099.1,0.0,1.0,0.0,0.0,0.0,
11092,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
7763,999.0,1.4,4.865,5228.1,0.0,1.0,0.0,1.0,0.0,False
30264,999.0,-1.8,1.365,5099.1,0.0,1.0,0.0,0.0,0.0,
40130,999.0,-1.7,0.835,4991.6,0.0,1.0,0.0,1.0,0.0,
19083,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
15270,999.0,1.4,4.958,5228.1,0.0,1.0,0.0,0.0,0.0,
35482,999.0,-1.8,1.244,5099.1,0.0,1.0,0.0,0.0,0.0,
40456,6.0,-1.7,0.904,4991.6,1.0,0.0,1.0,1.0,0.0,
33265,999.0,-1.8,1.291,5099.1,0.0,1.0,0.0,0.0,0.0,
20037,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
12604,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,0.0,0.0,
7511,999.0,1.1,4.864,5191.0,0.0,1.0,0.0,1.0,0.0,False
28974,999.0,-1.8,1.405,5099.1,0.0,1.0,0.0,1.0,0.0,
7988,999.0,1.4,4.865,5228.1,0.0,1.0,0.0,1.0,0.0,False
18326,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,1.0,
17132,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
38465,4.0,-3.4,0.73,5017.5,1.0,0.0,1.0,1.0,1.0,
1152,999.0,1.1,4.855,5191.0,0.0,1.0,0.0,1.0,0.0,False
17928,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
2830,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,0.0,False
29816,999.0,-1.8,1.405,5099.1,1.0,0.0,0.0,0.0,0.0,
24287,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,0.0,0.0,
33585,999.0,-1.8,1.291,5099.1,0.0,1.0,0.0,0.0,0.0,
451,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
3642,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,0.0,False
15308,999.0,1.4,4.957,5228.1,0.0,1.0,0.0,0.0,0.0,
3325,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
